   125/249      1.8G     0.013  0.003791   0.01242   0.02922       128       224    0.9483    0.9606    0.9736    0.9038   0.01313   0.01064   0.09164
   126/249      1.8G   0.01292  0.003675   0.01241     0.029       139       224    0.9507    0.9175    0.9642    0.8994   0.01229   0.01065   0.09201
   127/249      1.8G   0.01305  0.003666   0.01284   0.02955       154       224    0.9414    0.9522     0.978    0.9111    0.0121   0.01106   0.06389
   128/249      1.8G   0.01303  0.003739    0.0131   0.02987       137       224     0.962    0.9397    0.9753    0.9038   0.01255   0.01117   0.06632
   129/249      1.8G   0.01298  0.003771   0.01298   0.02973       160       224    0.9357    0.9593    0.9755    0.9136   0.01192   0.01043   0.07589
   130/249      1.8G   0.01306  0.003543   0.01353   0.03014       132       224    0.9513    0.9792    0.9815    0.9177    0.0119   0.01022    0.0607
   131/249      1.8G   0.01308  0.003331   0.01221   0.02862       152       224    0.9565     0.971    0.9879    0.9259   0.01249   0.01191   0.06317
   132/249      1.8G   0.01308  0.003468   0.01269   0.02924       142       224    0.9713    0.9529    0.9884    0.9239   0.01347   0.01213   0.05462
   133/249      1.8G   0.01318  0.003424   0.01328   0.02988       115       224    0.9806    0.9352    0.9796    0.9167   0.01294    0.0127   0.07061
   134/249      1.8G   0.01286  0.003498   0.01329   0.02965       145       224    0.9001    0.9265    0.9735    0.9114   0.01234   0.01111    0.1003
   135/249      1.8G   0.01274  0.003443   0.01294   0.02913       134       224     0.979    0.9613    0.9916     0.925   0.01287   0.01257   0.06936
   136/249      1.8G   0.01273  0.003327   0.01258   0.02864       140       224    0.9804    0.9736      0.99    0.9227   0.01315   0.01167   0.05672
   137/249      1.8G   0.01248  0.003583   0.01183   0.02789       139       224    0.9756    0.9572    0.9879    0.9247   0.01184   0.01116   0.06526
   138/249      1.8G   0.01266  0.003505    0.0123   0.02847       141       224    0.9567    0.9688    0.9872    0.9254   0.01098   0.01072   0.06617
   139/249      1.8G   0.01269  0.003332   0.01213   0.02815       128       224    0.9617    0.9765    0.9887    0.9233   0.01211   0.01077   0.06381
   140/249      1.8G   0.01203  0.004005   0.01134   0.02737       156       224    0.9176    0.9133    0.9657    0.8971   0.01178  0.009603   0.07159
   141/249      1.8G   0.01208  0.003677   0.01276   0.02852       155       224    0.9432    0.9569    0.9834    0.9151   0.01256   0.01162   0.06426
   142/249      1.8G   0.01224  0.003706   0.01139   0.02734       130       224    0.9358    0.9546     0.982    0.9151   0.01372   0.01131   0.06729
   143/249      1.8G   0.01222  0.003733   0.01221   0.02816       134       224    0.9583    0.9223    0.9792    0.9156   0.01208  0.009873   0.06287
   144/249      1.8G    0.0126  0.003647   0.01164   0.02789       141       224    0.9755    0.9799     0.994     0.935   0.01196   0.01122   0.06504
   145/249      1.8G   0.01233  0.003289   0.01256   0.02818       116       224    0.9715    0.9877    0.9872    0.9226   0.01192   0.01168   0.06239
   146/249      1.8G   0.01246  0.003278   0.01199   0.02772       131       224    0.9684    0.9756    0.9863    0.9225    0.0111   0.01193   0.06282
   147/249      1.8G   0.01234  0.003173   0.01186   0.02737       114       224    0.9706    0.9859    0.9888    0.9253   0.01078   0.01287   0.07373
   148/249      1.8G   0.01228  0.003269   0.01177   0.02732       136       224    0.9794    0.9875    0.9931    0.9303   0.01287   0.01334   0.07868
   149/249      1.8G   0.01195  0.003636    0.0128   0.02838       135       224    0.9776    0.9429    0.9884    0.9215   0.01135   0.01109   0.08558
