   200/249      1.8G   0.01098  0.003009  0.009973   0.02396       133       224    0.9795    0.9721    0.9888    0.9316   0.01115   0.01224   0.07013
   201/249      1.8G   0.01098  0.002996  0.009914   0.02389       125       224    0.9701    0.9797    0.9871    0.9297   0.01128   0.01223   0.07937
   202/249      1.8G   0.01093  0.002957  0.009894   0.02378       152       224    0.9785    0.9771    0.9886    0.9318   0.01135   0.01224   0.07246
   203/249      1.8G   0.01085  0.002881  0.009377   0.02311       127       224    0.9624     0.992    0.9907    0.9335   0.01153   0.01252   0.06855
   204/249      1.8G   0.01075  0.003004  0.009633   0.02339       144       224    0.9602    0.9906    0.9914    0.9341   0.01138   0.01271   0.06874
   205/249      1.8G   0.01086  0.002962   0.01026   0.02408       141       224    0.9742    0.9725    0.9903    0.9311   0.01102   0.01225    0.0672
   206/249      1.8G   0.01081  0.002921  0.009858   0.02359       143       224    0.9849    0.9697    0.9936    0.9331   0.01094   0.01217   0.06509
   207/249      1.8G   0.01065  0.002878  0.009169   0.02269       137       224    0.9878    0.9944    0.9951    0.9337   0.01082    0.0125   0.06469
   208/249      1.8G   0.01067  0.002976  0.009469   0.02311       142       224    0.9852    0.9914    0.9938    0.9313   0.01074   0.01239   0.06769
   209/249      1.8G   0.01072  0.003021  0.009338   0.02308       137       224    0.9801    0.9742    0.9921    0.9314   0.01105   0.01217   0.06942
   210/249      1.8G    0.0107  0.002863  0.009303   0.02287       140       224    0.9862    0.9749    0.9933    0.9355   0.01091   0.01238   0.06509
   211/249      1.8G   0.01096  0.002913   0.01018   0.02405       145       224    0.9741    0.9752    0.9915    0.9326   0.01097   0.01235    0.0657
   212/249      1.8G   0.01081  0.002888  0.009789   0.02348       142       224     0.983     0.991    0.9933    0.9369   0.01088   0.01255   0.06623
   213/249      1.8G   0.01079  0.002864  0.009683   0.02334       134       224    0.9902    0.9924    0.9941    0.9339   0.01101   0.01264   0.06768
   214/249      1.8G   0.01068  0.002936  0.009315   0.02293       128       224    0.9843    0.9927     0.995    0.9375   0.01113   0.01333   0.07387
   215/249      1.8G   0.01072  0.002846  0.009432     0.023       122       224    0.9797    0.9979    0.9955    0.9359   0.01115   0.01319   0.07995
   216/249      1.8G   0.01091   0.00284  0.009577   0.02333       137       224    0.9882     0.998    0.9948    0.9347   0.01105   0.01276   0.07856
   217/249      1.8G   0.01055  0.002909  0.009129   0.02259       137       224    0.9904    0.9965    0.9944    0.9401   0.01093   0.01272   0.07803
   218/249      1.8G   0.01059   0.00291  0.009569   0.02307       146       224    0.9893    0.9813    0.9938    0.9409   0.01071   0.01284   0.08038
   219/249      1.8G   0.01054  0.002952  0.009201   0.02269       134       224    0.9765    0.9835    0.9923    0.9375   0.01066   0.01286   0.07696
   220/249      1.8G   0.01054  0.002952  0.009559   0.02305       132       224     0.966    0.9868     0.992    0.9359   0.01053   0.01262   0.07256
   221/249      1.8G   0.01027  0.002935  0.009306   0.02251       134       224    0.9712    0.9893    0.9924    0.9375   0.01058   0.01254   0.07324
   222/249      1.8G    0.0104  0.002842  0.009671   0.02292       153       224    0.9727    0.9907    0.9937    0.9375   0.01086   0.01261   0.07387
   223/249      1.8G   0.01029  0.002811  0.008468   0.02157       142       224    0.9811     0.988    0.9941    0.9403   0.01098   0.01276   0.07482
   224/249      1.8G   0.01065  0.002962  0.009761   0.02337       141       224    0.9915    0.9926    0.9955    0.9412   0.01107   0.01295   0.07542
   225/249      1.8G   0.01039  0.002777  0.009496   0.02267       123       224    0.9789    0.9991    0.9955     0.941   0.01091   0.01293   0.07746
   226/249      1.8G   0.01045  0.002872  0.009357   0.02268       126       224    0.9905    0.9824    0.9951    0.9389    0.0108   0.01287   0.07853
   227/249      1.8G   0.01024  0.002757  0.008884   0.02188       129       224    0.9857    0.9824    0.9949    0.9383   0.01076   0.01282   0.07722
   228/249      1.8G   0.01087  0.002941  0.009509   0.02332       123       224    0.9848    0.9821    0.9944    0.9356   0.01073   0.01274   0.07598
   229/249      1.8G   0.01062  0.002795  0.009287    0.0227       140       224    0.9792    0.9788    0.9942    0.9374    0.0107   0.01273   0.07567
   230/249      1.8G   0.01043  0.002888  0.009411   0.02273       141       224    0.9912    0.9793    0.9949    0.9383   0.01062    0.0128   0.07575
   231/249      1.8G   0.01064  0.002941  0.009516    0.0231       116       224    0.9911     0.981    0.9951    0.9411   0.01071   0.01281   0.07537
   232/249      1.8G   0.01044  0.002864  0.009335   0.02264       147       224    0.9907    0.9823    0.9951      0.94   0.01072   0.01286   0.07451
   233/249      1.8G   0.01013  0.002773  0.008866   0.02176       144       224    0.9882     0.983    0.9953    0.9399   0.01082   0.01288   0.07377
   234/249      1.8G   0.01036  0.002902  0.009511   0.02277       132       224    0.9751         1    0.9955    0.9408   0.01085   0.01286   0.07325
   235/249      1.8G   0.01031  0.002725  0.009119   0.02215       138       224     0.996    0.9831    0.9963    0.9387    0.0109   0.01281   0.07364
   236/249      1.8G   0.01047  0.002753  0.009377    0.0226       136       224    0.9894    0.9826    0.9958    0.9395   0.01086   0.01276   0.07429
   237/249      1.8G   0.01048  0.002816    0.0091   0.02239       160       224    0.9714    0.9991    0.9955    0.9406   0.01082   0.01281   0.07395
   238/249      1.8G   0.01052  0.002851  0.009697   0.02306       143       224    0.9715    0.9987    0.9954    0.9391   0.01081    0.0129   0.07362
   239/249      1.8G   0.01061  0.002745  0.009485   0.02284       155       224    0.9834    0.9827    0.9953    0.9387   0.01082   0.01293   0.07441
   240/249      1.8G   0.01035  0.002774  0.009246   0.02237       149       224    0.9867    0.9827    0.9953    0.9381   0.01082   0.01292   0.07555
   241/249      1.8G   0.01059  0.002642  0.009381   0.02261       146       224    0.9871    0.9827    0.9953    0.9372   0.01081    0.0129   0.07618
   242/249      1.8G   0.01045  0.002809  0.009657   0.02292       129       224    0.9879    0.9824    0.9955    0.9389   0.01079   0.01285   0.07659
   243/249      1.8G   0.01021    0.0028  0.009165   0.02218       115       224     0.985    0.9822    0.9956    0.9401   0.01074   0.01282   0.07651
   244/249      1.8G   0.01081  0.002828  0.009779   0.02341       151       224    0.9828    0.9822    0.9956    0.9364   0.01075   0.01281   0.07625
   245/249      1.8G   0.01023  0.002784  0.009313   0.02233       120       224    0.9688    0.9987    0.9955     0.937   0.01079   0.01278   0.07619
   246/249      1.8G   0.01037  0.002834  0.009382   0.02258       141       224    0.9697     0.998    0.9955    0.9388    0.0108   0.01279   0.07654
   247/249      1.8G   0.01017  0.002766  0.008959   0.02189       135       224    0.9688     0.998    0.9953    0.9378   0.01077   0.01278   0.07719
   248/249      1.8G   0.01045  0.002886  0.009019   0.02235       171       224     0.969     0.998    0.9951    0.9386   0.01076   0.01274   0.07759
   249/249      1.8G   0.01006  0.002827  0.008761   0.02165       152       224    0.9771    0.9976    0.9951    0.9378   0.01079   0.01272   0.07717
